Gene	MYC_RNA
NCIH2803_PLEURA	
NCIH2804_PLEURA	
NCIH2810_PLEURA	
NCIH2818_PLEURA	
NCIH2869_PLEURA	
H290_PLEURA	
H3118_UPPER_AERODIGESTIVE_TRACT	
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
HA7RCC_KIDNEY	
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
HCC2998_LARGE_INTESTINE	
HCE4_OESOPHAGUS	
HEC1_ENDOMETRIUM	
HELA_CERVIX	6.681864743
HEMCSS_BONE	
HEY_OVARY	
HMVII_SKIN	
HO1N1_UPPER_AERODIGESTIVE_TRACT	
HO1U1_UPPER_AERODIGESTIVE_TRACT	
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
HSC39_STOMACH	
HT3_CERVIX	
HTCC3_THYROID	
HUH6CLONE5	
HUO3N1_BONE	
HUO9_BONE	
IHH4_THYROID	
IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
IMR5_AUTONOMIC_GANGLIA	
ISTMEL1_SKIN	
ISTSL1_LUNG	
ISTSL2_LUNG	
JAR_PLACENTA	
JEG3_PLACENTA	
JHOS3_OVARY	
JHU011_UPPER_AERODIGESTIVE_TRACT	
JHU022_UPPER_AERODIGESTIVE_TRACT	
JHU029_UPPER_AERODIGESTIVE_TRACT	
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
K2_SKIN	
K5_THYROID	
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
KGN_OVARY	
KINGS1_CENTRAL_NERVOUS_SYSTEM	
KMH2_THYROID	
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
KNS81FD_CENTRAL_NERVOUS_SYSTEM	
KON_UPPER_AERODIGESTIVE_TRACT	
KOSC2_UPPER_AERODIGESTIVE_TRACT	
KPNYS_AUTONOMIC_GANGLIA	
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
KYAE1_OESOPHAGUS	
KYSE220_OESOPHAGUS	
KYSE50_OESOPHAGUS	
LAN6_AUTONOMIC_GANGLIA	
LB1047RCC_KIDNEY	
LB2241RCC_KIDNEY	
LB2518MEL_SKIN	
LB373MELD_SKIN	
LB647SCLC_LUNG	
LB771HNC_UPPER_AERODIGESTIVE_TRACT	
LB831BLC_URINARY_TRACT	
LB996RCC_KIDNEY	
LC2AD_LUNG	
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
LIM1215_LARGE_INTESTINE	
LN405_CENTRAL_NERVOUS_SYSTEM	
LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	
LU134A_LUNG	
LU135_LUNG	
LU139_LUNG	
LU165_LUNG	
M14_SKIN	
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MCC13_SKIN	
MCC26_SKIN	
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MCIXC_AUTONOMIC_GANGLIA	
MDAMB330_BREAST	
ME180_CERVIX	
MFHINO_SOFT_TISSUE	
MFM223_BREAST	
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MKN28_STOMACH	
ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MMACSF_SKIN	
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MRKNU1_BREAST	
MS1_LUNG	
MS751_CERVIX	
MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MZ1PC_PANCREAS	
MZ2MEL_SKIN	
MZ7MEL_SKIN	
NB10_AUTONOMIC_GANGLIA	
NB12_AUTONOMIC_GANGLIA	
NB13_AUTONOMIC_GANGLIA	
NB14_AUTONOMIC_GANGLIA	
NB17_AUTONOMIC_GANGLIA	
NB5_AUTONOMIC_GANGLIA	
NB69_AUTONOMIC_GANGLIA	
NB6_AUTONOMIC_GANGLIA	
NB7_AUTONOMIC_GANGLIA	
NBSUSSR_AUTONOMIC_GANGLIA	
NBTU110_AUTONOMIC_GANGLIA	
NCC010_KIDNEY	
NCC021_KIDNEY	
NCCIT_TESTIS	
NCIH128_LUNG	
NCIH1304_LUNG	
NCIH1417_LUNG	
NCIH1688_LUNG	
NCIH1770_LUNG	
NCIH187_LUNG	
NCIH1993_LUNG	
NCIH2135_LUNG	
NCIH2373_PLEURA	
NCIH2461_PLEURA	
NCIH250_LUNG	
NCIH2591_PLEURA	
NCIH345_LUNG	
NCIH378_LUNG	
NCIH513_PLEURA	
NCIH630_LARGE_INTESTINE	
NCIH64_LUNG	
NCIH720_LUNG	
NCIH740_LUNG	
NCIH748_LUNG	
NCIH820_LUNG	
NCIH835_LUNG	
NCIH847_LUNG	
NEC8_TESTIS	
NH12_AUTONOMIC_GANGLIA	
NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
NO10_CENTRAL_NERVOUS_SYSTEM	
NO11_CENTRAL_NERVOUS_SYSTEM	
NOS1_BONE	
NTERA2CLD1_TESTIS	
NY_BONE	
OACM51_OESOPHAGUS	
OACP4C_OESOPHAGUS	
OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
OCUBM_BREAST	
OMC1_CERVIX	
OSC19_UPPER_AERODIGESTIVE_TRACT	
OSC20_UPPER_AERODIGESTIVE_TRACT	
OV17R_OVARY	
OVCA420_OVARY	
OVCA433_OVARY	
OVMIU_OVARY	
P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
PA1_OVARY	
PC3JPC3_LUNG	
PCI15A_UPPER_AERODIGESTIVE_TRACT	
PCI30_UPPER_AERODIGESTIVE_TRACT	
PCI38_UPPER_AERODIGESTIVE_TRACT	
PCI4B_UPPER_AERODIGESTIVE_TRACT	
PCI6A_UPPER_AERODIGESTIVE_TRACT	
PEO1_OVARY	
PFSK1_CENTRAL_NERVOUS_SYSTEM	
PL18_PANCREAS	
PL4_PANCREAS	
PWR1E_PROSTATE	
QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
RCCAB_KIDNEY	
RCCER_KIDNEY	
RCCFG2_KIDNEY	
RCCJF_KIDNEY	
RCCJW_KIDNEY	
RCCMF_KIDNEY	
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
RERFLCFM_LUNG	
RF48_STOMACH	
RH1_SOFT_TISSUE	
RO82W1_THYROID	
ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
RPMI2650_UPPER_AERODIGESTIVE_TRACT	
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
RXF393_KIDNEY	
SARC9371_BONE	
SAS_UPPER_AERODIGESTIVE_TRACT	
SAT_UPPER_AERODIGESTIVE_TRACT	
SBC1_LUNG	
SBC3_LUNG	
SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SCC90_UPPER_AERODIGESTIVE_TRACT	
SCH_STOMACH	
SISO_CERVIX	
SKGIIIA_CERVIX	
SKGT2_STOMACH	
SKGT4_OESOPHAGUS	
SKMG1_CENTRAL_NERVOUS_SYSTEM	
SKN3_UPPER_AERODIGESTIVE_TRACT	
SKN_URINARY_TRACT	
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SN12C_KIDNEY	
STS0421_SOFT_TISSUE	
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SW13_ADRENAL_GLAND	
SW626_OVARY	
SW684_SOFT_TISSUE	
SW756_CERVIX	
SW872_SOFT_TISSUE	
SW954_VULVA	
SW962_VULVA	
SW982_SOFT_TISSUE	
TASK1_BONE	
TCYIK_CERVIX	
TE12_OESOPHAGUS	
TGBC1TKB_BILIARY_TRACT	
TGBC24TKB_BILIARY_TRACT	
TGW_AUTONOMIC_GANGLIA	
TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
TMK1_STOMACH	
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
UCH2_BONE	
UDSCC2_UPPER_AERODIGESTIVE_TRACT	
UMC11_LUNG	
UWB1289_OVARY	
VAESBJ_SOFT_TISSUE	
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
VMRCMELG_SKIN	
WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
WM1552C_SKIN	
WM278_SKIN	
WM35_SKIN	
WM793B_SKIN	
WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
YMB1E_BREAST	
YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
